Team,Season,rutung1,rutung2
1335,2004,1666,1738
1337,2004,1287,1334
1347,2004,1088,1143
1401,2004,1466,1522
1412,2004,1699,1783
1452,2004,1477,1541
1123,2004,1207,1241
1135,2004,1439,1507
1139,2004,1605,1665
1156,2004,1033,1071
1159,2004,1125,1177
1182,2004,1167,1220
1196,2004,1783,1853
1245,2004,1481,1547
1250,2004,947,983
1256,2004,1209,1241
1279,2004,1583,1657
1288,2004,760,789
1318,2004,1128,1183
1326,2004,1770,1850
1339,2004,1194,1245
1357,2004,992,1052
1372,2004,1285,1343
1394,2004,1163,1221
1408,2004,1442,1499
1422,2004,863,893
1429,2004,1515,1593
1461,2004,1480,1533
1143,2004,1638,1691
1186,2004,1307,1365
1336,2004,1362,1429
1365,2004,1167,1212
1251,2004,968,1009
1204,2004,1244,1301
1235,2004,1574,1648
1360,2004,1664,1748
1381,2004,1122,1179
1416,2004,1352,1418
1103,2004,1329,1379
1105,2004,723,759
1148,2004,976,1009
1161,2004,1761,1860
1165,2004,906,938
1170,2004,1245,1312
1176,2004,1386,1451
1180,2004,1425,1489
1192,2004,1056,1110
1249,2004,1072,1112
1267,2004,1316,1370
1281,2004,1797,1880
1282,2004,1246,1309
1285,2004,1174,1221
1346,2004,1111,1156
1383,2004,1211,1268
1385,2004,1616,1681
1389,2004,1126,1180
1417,2004,1639,1714
1426,2004,1222,1270
1431,2004,1119,1174
1453,2004,1008,1036
1464,2004,1062,1108
1141,2004,1732,1813
1375,2004,1212,1263
1393,2004,1811,1877
1407,2004,1521,1592
1425,2004,1590,1664
1122,2004,1574,1652
1131,2004,1245,1299
1168,2004,1221,1279
1194,2004,900,938
1209,2004,1220,1282
1110,2004,1212,1270
1114,2004,1366,1426
1147,2004,1027,1066
1162,2004,628,652
1175,2004,1108,1157
1179,2004,1122,1172
1200,2004,924,964
1219,2004,916,970
1260,2004,1366,1419
1399,2004,1413,1478
1451,2004,1673,1751
1457,2004,1177,1225
1138,2004,1114,1173
1169,2004,1280,1337
1172,2004,1221,1260
1247,2004,1282,1333
1287,2004,1324,1374
1380,2004,741,772
1189,2004,1108,1163
1257,2004,1820,1910
1265,2004,1252,1320
1292,2004,1458,1532
1330,2004,1153,1200
1107,2004,870,917
1359,2004,1145,1191
1436,2004,1348,1424
1202,2004,1203,1257
1222,2004,1267,1319
1239,2004,1112,1158
1313,2004,925,964
1363,2004,1072,1107
1368,2004,1167,1223
1384,2004,976,1016
1396,2004,1768,1853
1402,2004,1110,1157
1410,2004,756,771
1441,2004,1045,1092
1460,2004,1149,1202
1307,2004,1367,1424
1366,2004,725,758
1434,2004,1396,1448
1317,2004,985,1019
1201,2004,1428,1468
1236,2004,1119,1168
1311,2004,656,683
1108,2004,1002,1049
1191,2004,1228,1282
1291,2004,957,1006
1340,2004,1047,1105
1352,2004,1030,1089
1411,2004,1135,1201
1419,2004,1061,1097
1443,2004,1717,1803
1459,2004,1066,1103
1358,2004,1478,1549
1415,2004,1031,1071
1418,2004,1409,1462
1171,2004,949,996
1197,2004,1125,1176
1442,2004,836,865
1132,2004,1327,1385
1184,2004,1044,1096
1447,2004,1313,1380
1253,2004,1049,1093
1137,2004,1101,1157
1252,2004,925,967
1149,2004,1009,1056
1217,2004,887,910
1270,2004,1206,1268
1154,2004,825,852
1298,2004,915,964
1421,2004,1200,1270
1212,2004,914,960
1152,2004,720,748
1183,2004,1228,1279
1322,2004,964,1014
1398,2004,667,686
1440,2004,1178,1245
1126,2004,817,859
1271,2004,798,839
1341,2004,1031,1065
1391,2004,909,944
1115,2004,785,842
1144,2004,779,817
1299,2004,632,667
1259,2004,801,839
