Team,Season,rutung1,rutung2
1381,2009,1320,1389
1170,2009,908,948
1219,2009,1216,1277
1306,2009,1062,1127
1405,2009,1430,1504
1175,2009,1138,1193
1183,2009,1170,1248
1205,2009,1185,1241
1239,2009,1257,1322
1427,2009,1195,1255
1176,2009,1076,1119
1189,2009,1426,1509
1209,2009,1144,1192
1226,2009,1288,1355
1271,2009,759,807
1319,2009,1480,1548
1331,2009,1574,1647
1347,2009,1017,1062
1414,2009,1521,1596
1445,2009,911,949
1232,2009,1479,1542
1410,2009,1272,1344
1192,2009,958,1011
1200,2009,1426,1492
1169,2009,1369,1429
1460,2009,1509,1569
1269,2009,1710,1791
1354,2009,1104,1170
1105,2009,1060,1112
1115,2009,890,937
1316,2009,771,825
1464,2009,1203,1259
1151,2009,1282,1336
1367,2009,979,1027
1377,2009,900,1000
1337,2009,1219,1274
1164,2009,1365,1449
1223,2009,909,956
1341,2009,864,914
1380,2009,892,936
1457,2009,1467,1542
1258,2009,953,991
1411,2009,762,799
1290,2009,1233,1303
1422,2009,1492,1567
1185,2009,1349,1410
1300,2009,924,975
1108,2009,824,864
1312,2009,900,1000
1202,2009,1128,1180
