Team,Season,rutung1,rutung2
1456,2013,1174,1240
1460,2013,1326,1386
1462,2013,1790,1883
1102,2013,1495,1571
1113,2013,1538,1619
1139,2013,1651,1735
1154,2013,1116,1190
1162,2013,1194,1252
1165,2013,1381,1453
1171,2013,994,1055
1173,2013,1637,1710
1193,2013,1558,1639
1247,2013,1722,1814
1281,2013,2190,2296
1323,2013,1947,2033
1325,2013,1782,1873
1330,2013,1716,1809
1332,2013,1779,1854
1343,2013,1733,1837
1344,2013,1612,1685
1346,2013,1437,1516
1357,2013,1199,1266
1379,2013,1647,1721
1414,2013,1373,1451
1416,2013,1772,1865
1427,2013,1242,1302
1429,2013,1483,1555
1435,2013,2130,2253
1439,2013,1644,1728
1450,2013,1525,1594
1453,2013,1542,1612
1455,2013,1871,1949
1464,2013,1478,1555
1112,2013,1802,1886
1119,2013,1163,1230
1123,2013,1191,1243
1129,2013,1508,1581
1130,2013,1436,1507
1135,2013,1089,1156
1143,2013,1710,1780
1153,2013,2089,2193
1196,2013,1871,1957
1207,2013,1902,1985
1227,2013,1253,1329
1240,2013,1392,1476
1257,2013,2152,2269
1266,2013,1951,2032
1304,2013,1557,1627
1326,2013,2075,2169
1328,2013,1621,1688
1345,2013,1912,2004
1370,2013,1399,1481
1373,2013,1315,1382
1374,2013,1430,1509
1376,2013,1479,1554
1393,2013,2166,2257
1418,2013,1319,1375
1423,2013,1234,1297
1437,2013,1732,1822
1449,2013,1731,1801
1458,2013,2017,2108
1110,2013,1424,1495
1115,2013,1137,1207
1145,2013,988,1039
1155,2013,1645,1717
1174,2013,1619,1704
1199,2013,2142,2253
1229,2013,1745,1838
1244,2013,822,867
1248,2013,1323,1400
1250,2013,1682,1774
1268,2013,1613,1680
1272,2013,1984,2085
1276,2013,1982,2072
1307,2013,2004,2102
1322,2013,1237,1307
1353,2013,1641,1719
1356,2013,1259,1313
1386,2013,1681,1758
1424,2013,1809,1886
1430,2013,1181,1233
1438,2013,1722,1793
1195,2013,1400,1482
1232,2013,1629,1709
1269,2013,1738,1827
1275,2013,1278,1342
1277,2013,2169,2279
1280,2013,1675,1755
1291,2013,1098,1159
1306,2013,1157,1219
1310,2013,1313,1382
1317,2013,1487,1570
1321,2013,1791,1870
1352,2013,1539,1622
1355,2013,1804,1902
1385,2013,1614,1679
1391,2013,1131,1196
1396,2013,1805,1875
1408,2013,1262,1324
1443,2013,1686,1789
1159,2013,1020,1078
1170,2013,1248,1321
1175,2013,1149,1203
1176,2013,1547,1628
1188,2013,1198,1272
1201,2013,1344,1413
1252,2013,1163,1218
1256,2013,1630,1720
1298,2013,803,846
1320,2013,1542,1608
1360,2013,1455,1530
1365,2013,1019,1058
1366,2013,1353,1418
1380,2013,1145,1223
1461,2013,1640,1721
1126,2013,1308,1385
1138,2013,1614,1691
1142,2013,1384,1466
1148,2013,1327,1411
1205,2013,1092,1152
1293,2013,1926,2025
1300,2013,1189,1255
1308,2013,1754,1848
1339,2013,1195,1247
1363,2013,1260,1328
1369,2013,1231,1300
1388,2013,1918,2016
1399,2013,1433,1509
1409,2013,1574,1648
1103,2013,1607,1678
1117,2013,1365,1441
1144,2013,1104,1148
1184,2013,1111,1172
1185,2013,1227,1278
1187,2013,1566,1643
1191,2013,1653,1734
1216,2013,1222,1293
1217,2013,1721,1799
1220,2013,1289,1355
1236,2013,1102,1156
1305,2013,1690,1767
1337,2013,1254,1317
1377,2013,1203,1263
1378,2013,1905,1988
1406,2013,926,981
1411,2013,1092,1156
1442,2013,1561,1656
1444,2013,1267,1332
1136,2013,748,786
1168,2013,1515,1590
1178,2013,1800,1899
1180,2013,1864,1957
1183,2013,1057,1113
1189,2013,1317,1392
1194,2013,1181,1232
1203,2013,1415,1482
1258,2013,1603,1679
1265,2013,1453,1543
1285,2013,1795,1892
1347,2013,943,1002
1361,2013,1893,1977
1372,2013,1449,1525
1454,2013,1580,1661
1463,2013,1498,1574
1127,2013,866,926
1282,2013,1097,1142
1286,2013,1123,1174
1319,2013,872,912
1354,2013,760,804
1412,2013,1660,1740
1182,2013,1495,1563
1200,2013,1406,1482
1209,2013,1516,1587
1239,2013,1321,1408
1295,2013,1292,1356
1331,2013,1742,1818
1362,2013,1654,1738
1398,2013,1632,1731
1190,2013,1475,1561
1225,2013,1476,1538
1241,2013,1159,1208
1249,2013,1580,1673
1324,2013,1393,1449
1358,2013,1247,1323
1413,2013,1156,1225
1141,2013,1270,1346
1186,2013,1293,1361
1204,2013,1348,1411
1264,2013,1284,1328
1312,2013,1129,1204
1364,2013,1592,1666
1405,2013,1459,1539
1428,2013,1340,1406
1440,2013,1318,1392
1441,2013,1467,1550
1108,2013,914,976
1172,2013,1681,1767
1334,2013,1251,1315
1452,2013,1831,1916
1179,2013,1552,1625
1192,2013,941,1012
1255,2013,804,837
1299,2013,973,1026
1341,2013,906,957
1367,2013,1406,1471
1459,2013,1385,1451
1151,2013,1101,1157
1197,2013,1110,1184
1198,2013,1222,1290
1410,2013,958,1011
1447,2013,1517,1587
1253,2013,1770,1849
1263,2013,1087,1148
1273,2013,1352,1409
1348,2013,1510,1594
1311,2013,1136,1195
1132,2013,1402,1460
1316,2013,1401,1481
1131,2013,1233,1284
1146,2013,922,972
1254,2013,1681,1774
1451,2013,1606,1687
1167,2013,1307,1376
1214,2013,1195,1273
1349,2013,1500,1571
1359,2013,1154,1196
1404,2013,903,961
1415,2013,1316,1384
1420,2013,771,808
1422,2013,1299,1364
1149,2013,1351,1421
1224,2013,1140,1209
1296,2013,1114,1181
1152,2013,837,892
1270,2013,1359,1436
1202,2013,1288,1348
1419,2013,1099,1172
1164,2013,996,1038
1106,2013,911,963
1457,2013,1155,1218
1111,2013,1222,1281
1238,2013,722,759
1381,2013,1344,1411
1105,2013,753,795
1297,2013,900,1000
1340,2013,1358,1423
1294,2013,1191,1253
1315,2013,1310,1399
1283,2013,1448,1512
1251,2013,1295,1361
1384,2013,959,1014
1226,2013,1056,1104
1368,2013,1191,1267
1290,2013,1341,1417
1394,2013,1067,1130
1271,2013,955,1011
1342,2013,1311,1389
