Team,Season,rutung1,rutung2
1410,2015,1168,1237
1425,2015,1515,1593
1436,2015,1505,1577
1457,2015,1393,1473
1141,2015,1195,1262
1162,2015,1461,1534
1172,2015,1563,1641
1198,2015,1504,1590
1208,2015,1864,1956
1238,2015,865,909
1278,2015,1930,2030
1293,2015,1425,1493
1351,2015,1335,1409
1356,2015,1617,1698
1388,2015,1649,1721
1423,2015,1206,1274
1456,2015,1539,1619
1459,2015,1503,1592
1107,2015,1458,1551
1131,2015,1530,1601
1156,2015,1644,1726
1169,2015,1431,1518
1191,2015,1572,1664
1202,2015,1012,1073
1237,2015,1007,1073
1271,2015,1023,1101
1273,2015,1667,1764
1297,2015,1071,1133
1308,2015,1609,1689
1349,2015,1184,1253
1352,2015,1481,1557
1353,2015,1578,1657
1359,2015,1188,1256
1370,2015,1108,1166
1373,2015,1520,1608
1444,2015,1853,1958
1136,2015,1181,1233
1217,2015,1731,1811
1262,2015,1208,1278
1296,2015,1461,1538
1310,2015,1183,1252
1319,2015,1366,1440
1347,2015,1228,1290
1366,2015,1142,1203
1397,2015,1956,2063
1408,2015,1532,1614
1413,2015,1196,1269
1435,2015,1505,1564
1142,2015,1521,1624
1214,2015,1334,1407
1229,2015,1467,1532
1253,2015,1431,1504
1255,2015,923,975
1284,2015,1162,1227
1295,2015,1842,1942
1355,2015,1605,1686
1358,2015,1468,1546
1450,2015,1554,1638
1463,2015,1337,1392
1111,2015,1041,1096
1114,2015,1321,1387
1159,2015,1311,1382
1168,2015,1349,1423
1178,2015,1270,1325
1182,2015,1542,1624
1190,2015,1427,1509
1230,2015,1275,1342
1244,2015,1092,1177
1264,2015,1797,1900
1287,2015,1353,1417
1291,2015,1583,1685
1292,2015,1722,1803
1313,2015,1316,1391
1369,2015,1407,1488
1384,2015,1254,1326
1399,2015,1311,1371
1427,2015,1228,1294
1442,2015,1241,1314
1464,2015,1307,1374
1126,2015,1043,1109
1133,2015,1284,1334
1167,2015,1211,1281
1180,2015,1321,1381
1285,2015,1335,1399
1298,2015,1034,1084
1394,2015,1346,1411
1412,2015,1430,1497
1123,2015,1172,1242
1204,2015,1234,1311
1209,2015,1697,1778
1272,2015,1891,1973
1441,2015,1332,1404
1451,2015,1499,1590
1453,2015,1665,1745
1454,2015,1719,1828
1179,2015,1439,1513
1187,2015,1371,1438
1224,2015,997,1059
1240,2015,1019,1068
1249,2015,972,1032
1260,2015,1297,1364
1306,2015,904,953
1316,2015,1353,1435
1324,2015,1479,1562
1389,2015,1496,1587
1418,2015,1733,1832
1151,2015,1221,1278
1157,2015,1478,1569
1250,2015,1209,1270
1265,2015,1318,1382
1288,2015,1329,1409
1315,2015,1408,1485
1368,2015,1083,1138
1122,2015,1180,1250
1364,2015,1503,1571
1372,2015,1833,1926
1106,2015,1179,1254
1171,2015,1321,1403
1286,2015,1147,1201
1294,2015,1268,1337
1300,2015,1624,1708
1411,2015,1413,1510
1183,2015,1263,1340
1290,2015,748,787
1383,2015,1291,1361
1391,2015,1031,1080
1415,2015,1278,1354
1447,2015,1513,1598
1377,2015,1360,1442
1381,2015,916,975
1117,2015,1449,1525
1200,2015,1462,1551
1263,2015,1016,1079
1407,2015,1241,1307
1194,2015,1256,1320
1201,2015,1782,1874
1223,2015,881,927
1335,2015,1207,1266
1101,2015,889,934
1148,2015,1262,1336
1154,2015,1129,1217
1252,2015,1431,1514
1270,2015,1154,1213
1354,2015,867,906
1422,2015,1224,1296
1226,2015,1170,1235
1254,2015,1076,1127
1144,2015,889,925
1420,2015,1021,1079
1239,2015,1305,1383
1309,2015,1098,1149
1188,2015,1135,1196
1322,2015,1496,1577
1341,2015,1093,1175
1152,2015,1134,1192
1174,2015,1693,1780
1398,2015,1202,1280
1299,2015,893,938
1342,2015,929,985
1380,2015,1193,1252
1105,2015,1113,1181
1108,2015,1046,1112
1375,2015,1394,1484
1127,2015,1093,1169
1311,2015,1201,1265
1164,2015,1182,1261
1146,2015,1075,1135
1197,2015,1174,1236
