Team,Season,rutung1,rutung2
1169,2010,1543,1629
1177,2010,1339,1405
1201,2010,1299,1363
1202,2010,1053,1111
1222,2010,1671,1757
1232,2010,1572,1647
1253,2010,1282,1341
1257,2010,2221,2331
1260,2010,1292,1347
1281,2010,2034,2128
1310,2010,1653,1733
1364,2010,1419,1486
1389,2010,1392,1473
1425,2010,2001,2111
1459,2010,1358,1425
1463,2010,1250,1315
1117,2010,978,1011
1141,2010,1257,1315
1191,2010,1472,1527
1200,2010,1049,1098
1216,2010,992,1049
1250,2010,1025,1069
1291,2010,1348,1414
1316,2010,1108,1182
1317,2010,1488,1559
1331,2010,1294,1344
1348,2010,1623,1692
1414,2010,1310,1374
1424,2010,1568,1629
1428,2010,1885,1979
1444,2010,1063,1104
1138,2010,1466,1531
1156,2010,1834,1927
1280,2010,1958,2060
1292,2010,1315,1376
1341,2010,1071,1130
1361,2010,1779,1861
1370,2010,1345,1409
1423,2010,1148,1209
1456,2010,1238,1298
1131,2010,1301,1360
1154,2010,1459,1527
1162,2010,1133,1189
1179,2010,1375,1431
1198,2010,1312,1375
1234,2010,1672,1760
1276,2010,1821,1905
1293,2010,1429,1500
1296,2010,1127,1177
1408,2010,1581,1675
1417,2010,1905,1987
1103,2010,1595,1674
1145,2010,1336,1411
1174,2010,1258,1319
1186,2010,1157,1214
1192,2010,891,927
1194,2010,995,1040
1209,2010,1399,1473
1240,2010,945,985
1254,2010,1175,1235
1275,2010,1321,1367
1282,2010,977,1028
1309,2010,1081,1125
1318,2010,1334,1387
1340,2010,1537,1615
1352,2010,1495,1571
1372,2010,1585,1668
1374,2010,1305,1377
1442,2010,1061,1115
1457,2010,1197,1257
1461,2010,1648,1731
1464,2010,1411,1480
1241,2010,1312,1372
1369,2010,791,836
1415,2010,1239,1287
1184,2010,1230,1278
1187,2010,1201,1250
1299,2010,1050,1099
1324,2010,1506,1578
1359,2010,1294,1361
1454,2010,1446,1507
1164,2010,1158,1216
1180,2010,1184,1225
1269,2010,1526,1605
1295,2010,1676,1761
1312,2010,585,629
1322,2010,1053,1109
1358,2010,1355,1412
1422,2010,1061,1120
1441,2010,1313,1381
1286,2010,1306,1378
1319,2010,1171,1228
1308,2010,1441,1504
1126,2010,1081,1142
1251,2010,1298,1361
1337,2010,1240,1297
1398,2010,1335,1411
1410,2010,1001,1049
1434,2010,1416,1495
1102,2010,1244,1309
1114,2010,1536,1602
1148,2010,1061,1113
1171,2010,1134,1186
1214,2010,1153,1220
1226,2010,1361,1425
1244,2010,841,892
1252,2010,1368,1441
1270,2010,1031,1070
1271,2010,767,804
1306,2010,1397,1479
1342,2010,1090,1141
1363,2010,1333,1398
1383,2010,1064,1114
1407,2010,1516,1582
1204,2010,968,1013
1132,2010,1418,1474
1219,2010,1104,1170
1221,2010,1389,1455
1367,2010,1145,1208
1426,2010,1240,1293
1110,2010,1637,1718
1175,2010,922,968
1236,2010,1288,1355
1223,2010,915,966
1451,2010,1517,1582
1142,2010,1050,1097
1172,2010,1540,1593
1287,2010,1478,1567
1127,2010,1631,1723
1146,2010,1014,1067
1188,2010,895,929
1224,2010,911,960
1255,2010,1007,1046
1354,2010,1228,1297
1402,2010,1280,1344
1405,2010,1162,1218
1418,2010,1161,1213
1421,2010,1248,1317
1195,2010,953,1003
1380,2010,829,870
1447,2010,1273,1342
1197,2010,1029,1090
1212,2010,569,591
1227,2010,1566,1643
1239,2010,1316,1389
1420,2010,1372,1453
1311,2010,1423,1489
1152,2010,1207,1264
1159,2010,1122,1183
1238,2010,1203,1261
1391,2010,1018,1067
1265,2010,1179,1245
1106,2010,1296,1364
1115,2010,991,1042
1335,2010,1117,1174
1205,2010,1122,1183
1290,2010,836,877
1105,2010,737,772
1445,2010,811,852
1315,2010,1173,1230
1404,2010,1366,1424
1300,2010,916,978
1108,2010,741,785
1136,2010,1008,1059
