Team,Season,rutung1,rutung2
1169,2006,1460,1527
1179,2006,1480,1545
1184,2006,1471,1548
1208,2006,1361,1414
1247,2006,1364,1428
1249,2006,1220,1284
1281,2006,1709,1792
1320,2006,1574,1636
1323,2006,1586,1641
1326,2006,1641,1713
1332,2006,1610,1690
1339,2006,1304,1357
1343,2006,1231,1294
1353,2006,1490,1561
1361,2006,1364,1424
1399,2006,1224,1275
1401,2006,1701,1778
1419,2006,917,969
1455,2006,1537,1606
1112,2006,1897,1971
1119,2006,638,678
1141,2006,1301,1370
1143,2006,1558,1630
1175,2006,1359,1438
1200,2006,1348,1406
1236,2006,1089,1147
1240,2006,860,897
1275,2006,1509,1573
1285,2006,1418,1490
1291,2006,841,883
1292,2006,1380,1439
1334,2006,1788,1859
1335,2006,1488,1556
1340,2006,1197,1240
1344,2006,1623,1698
1357,2006,769,805
1362,2006,1444,1503
1451,2006,1278,1338
1114,2006,1470,1534
1115,2006,687,716
1140,2006,1314,1368
1172,2006,1534,1598
1198,2006,1408,1483
1205,2006,1321,1389
1209,2006,1170,1216
1245,2006,1543,1614
1333,2006,1717,1800
1374,2006,1421,1479
1387,2006,1464,1531
1395,2006,1542,1608
1406,2006,780,806
1408,2006,1318,1379
1447,2006,1274,1337
1113,2006,1534,1592
1135,2006,1099,1155
1168,2006,1484,1553
1201,2006,1319,1370
1203,2006,1738,1820
1233,2006,1288,1347
1235,2006,1711,1781
1277,2006,1782,1847
1331,2006,1459,1519
1390,2006,1777,1851
1405,2006,1504,1571
1434,2006,1145,1185
1284,2006,1183,1237
1369,2006,1234,1297
1122,2006,1218,1280
1171,2006,1141,1198
1311,2006,716,751
1368,2006,1492,1576
1375,2006,1241,1300
1410,2006,917,946
1412,2006,1696,1772
1425,2006,1620,1703
1103,2006,1467,1518
1123,2006,1352,1406
1177,2006,1538,1592
1216,2006,866,908
1226,2006,943,977
1229,2006,1348,1393
1232,2006,1433,1504
1241,2006,892,929
1265,2006,942,976
1267,2006,1321,1390
1282,2006,1234,1279
1295,2006,900,1000
1306,2006,1016,1073
1322,2006,1392,1464
1325,2006,1767,1859
1337,2006,1498,1568
1351,2006,1347,1410
1365,2006,1472,1543
1409,2006,1228,1275
1416,2006,1515,1596
1433,2006,1470,1529
1436,2006,1528,1603
1248,2006,1027,1084
1190,2006,1161,1216
1202,2006,1211,1263
1296,2006,1315,1377
1352,2006,1066,1114
1373,2006,1008,1057
1178,2006,1391,1461
1222,2006,1448,1505
1349,2006,1566,1635
1381,2006,1163,1219
1442,2006,1212,1276
1156,2006,1048,1088
1186,2006,967,1004
1194,2006,1100,1144
1253,2006,1266,1322
1255,2006,590,611
1313,2006,953,998
1394,2006,1271,1323
1431,2006,1778,1862
1144,2006,730,771
1273,2006,1236,1302
1286,2006,1139,1188
1389,2006,1303,1359
1404,2006,985,1037
1239,2006,1229,1289
1117,2006,1319,1379
1127,2006,1198,1259
1182,2006,1226,1278
1193,2006,1246,1306
1225,2006,1003,1043
1238,2006,964,998
1254,2006,1106,1161
1293,2006,1259,1310
1308,2006,1017,1065
1317,2006,1225,1275
1454,2006,1680,1753
1152,2006,1217,1276
1413,2006,1121,1175
1263,2006,1252,1325
1298,2006,1005,1061
1131,2006,1247,1287
1151,2006,1448,1529
1214,2006,1202,1264
1427,2006,1178,1227
1110,2006,1186,1245
1460,2006,1283,1343
1440,2006,1024,1092
1264,2006,1177,1227
1224,2006,551,571
1380,2006,904,941
1421,2006,985,1016
1444,2006,1444,1510
1145,2006,1152,1202
1157,2006,1011,1060
1418,2006,1617,1702
1316,2006,900,1000
1398,2006,1161,1215
1158,2006,1299,1350
1341,2006,703,736
1402,2006,1087,1138
1147,2006,900,946
1388,2006,1747,1827
1464,2006,947,998
1183,2006,1141,1196
1270,2006,1218,1278
1189,2006,1235,1308
1294,2006,872,904
1309,2006,1265,1315
1108,2006,802,842
1142,2006,1025,1078
1212,2006,1027,1073
1290,2006,917,950
1391,2006,1002,1044
1392,2006,1145,1209
1415,2006,999,1037
1251,2006,1171,1221
1105,2006,1095,1148
1164,2006,1069,1120
1411,2006,1121,1188
1299,2006,764,801
1366,2006,900,1000
1287,2006,1062,1117
1288,2006,1003,1047
1124,2006,1249,1305
