Team,Season,rutung1,rutung2
1127,2011,1191,1246
1138,2011,1434,1502
1148,2011,1155,1218
1150,2011,1429,1479
1158,2011,1522,1597
1161,2011,1526,1600
1173,2011,1640,1719
1179,2011,1466,1529
1193,2011,1639,1727
1206,2011,1421,1488
1264,2011,1267,1339
1276,2011,1738,1824
1286,2011,1305,1373
1295,2011,1248,1314
1305,2011,1597,1666
1307,2011,1962,2049
1325,2011,1753,1856
1329,2011,1838,1914
1335,2011,1068,1126
1344,2011,1500,1565
1346,2011,1357,1422
1352,2011,1521,1603
1361,2011,1985,2088
1410,2011,922,978
1412,2011,1532,1584
1425,2011,1533,1593
1429,2011,1819,1899
1436,2011,1587,1676
1449,2011,2030,2135
1450,2011,1508,1576
1112,2011,1669,1739
1123,2011,1196,1236
1136,2011,757,798
1142,2011,1246,1311
1167,2011,1159,1221
1177,2011,1327,1391
1181,2011,2143,2246
1184,2011,1344,1414
1229,2011,1703,1778
1287,2011,1548,1625
1333,2011,1689,1770
1345,2011,1963,2041
1349,2011,1027,1069
1351,2011,1482,1562
1371,2011,1824,1910
1382,2011,1632,1723
1431,2011,1833,1910
1440,2011,1064,1125
1442,2011,1156,1209
1454,2011,1621,1705
1458,2011,1823,1888
1153,2011,1757,1845
1162,2011,1142,1212
1187,2011,1226,1281
1200,2011,894,935
1244,2011,1114,1179
1250,2011,1451,1531
1293,2011,1721,1809
1322,2011,1100,1155
1324,2011,1732,1819
1330,2011,1853,1948
1353,2011,1542,1607
1372,2011,1388,1454
1378,2011,1763,1838
1384,2011,1117,1174
1388,2011,1885,1980
1390,2011,1697,1784
1404,2011,939,994
1416,2011,1389,1453
1448,2011,1687,1744
1126,2011,995,1050
1131,2011,1464,1540
1133,2011,1677,1759
1143,2011,1906,1996
1149,2011,1062,1120
1195,2011,994,1051
1202,2011,1195,1263
1214,2011,1267,1343
1234,2011,1509,1577
1239,2011,1302,1362
1257,2011,1860,1944
1270,2011,1041,1085
1282,2011,1178,1246
1294,2011,1451,1513
1306,2011,1300,1374
1311,2011,1235,1297
1313,2011,1172,1237
1317,2011,1680,1772
1319,2011,1314,1374
1337,2011,1099,1151
1348,2011,1665,1746
1392,2011,1407,1475
1406,2011,1413,1498
1409,2011,1656,1734
1423,2011,1233,1302
1441,2011,1401,1477
1455,2011,1741,1826
1125,2011,1311,1372
1137,2011,1196,1245
1151,2011,1232,1303
1191,2011,1392,1466
1203,2011,1471,1541
1217,2011,1464,1529
1248,2011,1266,1335
1256,2011,1515,1587
1259,2011,1168,1224
1370,2011,1517,1604
1381,2011,1050,1109
1385,2011,1746,1830
1428,2011,1497,1561
1116,2011,1497,1558
1119,2011,1033,1085
1197,2011,975,1024
1233,2011,1497,1564
1252,2011,1234,1287
1281,2011,1752,1819
1316,2011,1085,1143
1459,2011,1777,1874
1463,2011,1177,1245
1129,2011,1483,1563
1144,2011,1295,1364
1157,2011,1409,1478
1171,2011,882,928
1172,2011,1311,1366
1174,2011,1156,1219
1209,2011,1342,1420
1227,2011,1333,1405
1249,2011,1052,1096
1284,2011,938,975
1315,2011,701,726
1359,2011,1111,1165
1374,2011,1344,1396
1414,2011,1201,1262
1102,2011,1302,1374
1103,2011,1612,1693
1106,2011,1098,1159
1107,2011,943,991
1113,2011,1753,1822
1139,2011,1993,2084
1190,2011,1497,1591
1198,2011,1045,1095
1241,2011,1295,1361
1253,2011,1450,1523
1255,2011,1090,1156
1291,2011,1399,1468
1292,2011,1396,1453
1342,2011,938,991
1373,2011,1802,1894
1375,2011,1352,1421
1386,2011,1423,1491
1402,2011,1354,1428
1415,2011,1216,1274
1426,2011,1149,1191
1461,2011,1251,1307
1120,2011,1612,1683
1168,2011,1225,1281
1356,2011,1345,1394
1383,2011,917,959
1411,2011,1035,1091
1453,2011,1522,1593
1460,2011,1575,1648
1182,2011,1518,1588
1212,2011,783,836
1237,2011,1544,1620
1267,2011,1603,1668
1285,2011,1607,1694
1310,2011,1521,1607
1368,2011,1363,1434
1389,2011,1324,1387
1427,2011,1354,1415
1457,2011,1485,1575
1154,2011,1304,1366
1164,2011,878,930
1299,2011,952,999
1357,2011,1018,1069
1387,2011,1703,1779
1413,2011,1334,1403
1444,2011,1426,1504
1176,2011,1405,1478
1183,2011,1495,1574
1216,2011,1073,1131
1238,2011,1271,1335
1296,2011,1188,1251
1298,2011,1022,1066
1331,2011,1481,1550
1152,2011,928,982
1169,2011,1137,1189
1178,2011,1533,1605
1220,2011,1634,1719
1251,2011,1175,1233
1273,2011,1319,1399
1394,2011,1333,1394
1419,2011,1190,1247
1434,2011,1402,1463
1456,2011,1625,1711
1117,2011,1277,1337
1170,2011,1096,1154
1225,2011,1466,1540
1240,2011,1006,1051
1258,2011,1609,1695
1271,2011,984,1033
1290,2011,889,944
1320,2011,1931,2023
1358,2011,1576,1654
1451,2011,1490,1558
1377,2011,1345,1412
1192,2011,1034,1080
1367,2011,1042,1097
1399,2011,1275,1344
1430,2011,839,879
1219,2011,1158,1220
1265,2011,867,915
1175,2011,1125,1176
1223,2011,1104,1163
1300,2011,1002,1074
1398,2011,1234,1302
1189,2011,1244,1315
1201,2011,1396,1460
1146,2011,1024,1085
1188,2011,857,907
1226,2011,1049,1094
1405,2011,1017,1074
1132,2011,1301,1360
1186,2011,1221,1287
1221,2011,1135,1197
1369,2011,900,943
1418,2011,1159,1198
1407,2011,1566,1643
1204,2011,1183,1243
1360,2011,1312,1387
1366,2011,997,1051
1420,2011,1033,1094
1159,2011,1156,1214
1105,2011,853,900
1341,2011,886,920
1380,2011,643,681
1185,2011,1372,1440
1347,2011,1336,1401
1354,2011,1185,1253
1108,2011,657,703
1115,2011,1288,1362
1312,2011,835,880
1422,2011,1323,1409
1147,2011,956,1002
