    Team,Season,rutung1,rutung2
1431,2005,1676,1752
1126,2005,802,837
1161,2005,1481,1549
1170,2005,1222,1279
1186,2005,1437,1505
1224,2005,624,645
1314,2005,1747,1816
1353,2005,1526,1593
1357,2005,939,976
1361,2005,1385,1438
1374,2005,1343,1407
1387,2005,1686,1757
1394,2005,1209,1268
1396,2005,1544,1608
1397,2005,1694,1770
1425,2005,1525,1584
1110,2005,1193,1241
1138,2005,1514,1581
1141,2005,1177,1238
1144,2005,793,834
1159,2005,1109,1158
1171,2005,647,675
1205,2005,1049,1111
1218,2005,1391,1441
1226,2005,1207,1264
1231,2005,1522,1585
1235,2005,1644,1719
1252,2005,891,937
1264,2005,1598,1667
1267,2005,1360,1422
1269,2005,1218,1270
1304,2005,1527,1580
1317,2005,1251,1304
1345,2005,1402,1443
1349,2005,1529,1590
1356,2005,1643,1697
1383,2005,1075,1121
1389,2005,1288,1342
1422,2005,1062,1102
1437,2005,1625,1701
1131,2005,1475,1540
1132,2005,1259,1297
1243,2005,1549,1613
1250,2005,1280,1347
1257,2005,1631,1698
1283,2005,1566,1647
1331,2005,1248,1304
1363,2005,1076,1123
1375,2005,1291,1360
1379,2005,1370,1426
1392,2005,1039,1100
1411,2005,829,855
1419,2005,974,1008
1426,2005,1231,1280
1449,2005,1869,1954
1174,2005,1329,1393
1175,2005,996,1042
1207,2005,1314,1362
1263,2005,1284,1343
1398,2005,972,1020
1424,2005,1622,1694
1436,2005,1383,1451
1103,2005,1213,1261
1111,2005,955,991
1123,2005,1346,1405
1139,2005,1464,1534
1145,2005,1041,1088
1156,2005,817,852
1169,2005,1479,1566
1173,2005,1689,1770
1217,2005,881,929
1237,2005,1331,1395
1239,2005,1156,1213
1253,2005,935,970
1284,2005,1297,1373
1288,2005,820,851
1290,2005,1186,1236
1296,2005,1228,1288
1340,2005,1111,1164
1346,2005,922,972
1351,2005,1149,1191
1362,2005,1348,1405
1372,2005,1220,1275
1381,2005,1077,1124
1386,2005,1898,1975
1402,2005,928,964
1408,2005,1333,1389
1412,2005,1707,1780
1430,2005,900,1000
1447,2005,1092,1137
1176,2005,1142,1179
1183,2005,943,982
1371,2005,1646,1706
1440,2005,860,904
1273,2005,1075,1123
1292,2005,1411,1475
1325,2005,1201,1244
1444,2005,1676,1749
1106,2005,1223,1294
1114,2005,1383,1444
1135,2005,1178,1221
1180,2005,1356,1405
1227,2005,1721,1800
1247,2005,1229,1277
1285,2005,1144,1197
1299,2005,645,678
1313,2005,954,998
1322,2005,953,993
1442,2005,857,904
1124,2005,1267,1318
1208,2005,1803,1885
1271,2005,810,848
1293,2005,1590,1662
1320,2005,1773,1865
1413,2005,900,1000
1441,2005,1048,1097
1459,2005,1009,1055
1125,2005,1362,1412
1216,2005,1067,1122
1286,2005,1122,1166
1164,2005,1069,1111
1165,2005,901,934
1197,2005,1122,1186
1212,2005,916,957
1238,2005,857,900
1391,2005,1168,1229
1410,2005,1349,1426
1414,2005,1092,1137
1421,2005,1052,1104
1151,2005,1407,1470
1259,2005,693,733
1249,2005,868,898
1360,2005,1015,1054
1405,2005,1491,1559
1105,2005,1016,1078
1140,2005,1747,1817
1190,2005,1619,1695
1147,2005,1224,1276
1373,2005,1387,1456
1380,2005,977,1035
1404,2005,1066,1124
1434,2005,1522,1602
1142,2005,1193,1251
1427,2005,1381,1447
1194,2005,885,928
1157,2005,1045,1094
1204,2005,1215,1256
1219,2005,1160,1216
1255,2005,900,1000
1311,2005,708,747
1399,2005,1035,1064
1464,2005,1121,1171
1294,2005,900,1000
1152,2005,1277,1333
1225,2005,1419,1495
1149,2005,900,948
1270,2005,1221,1288
1407,2005,1583,1653
1369,2005,949,989
1382,2005,1196,1254
1251,2005,1311,1376
1324,2005,1211,1268
1282,2005,1320,1390
1341,2005,802,836
1108,2005,990,1042
1115,2005,554,583
1119,2005,733,771
