Team,Season,rutung1,rutung2
1202,2008,1279,1343
1223,2008,900,1000
1123,2008,1127,1175
1183,2008,1127,1186
1105,2008,839,887
1108,2008,844,873
1170,2008,1179,1247
1240,2008,1143,1210
1290,2008,1169,1232
1212,2008,961,1015
1316,2008,754,806
